PublicationAgency,MergedText
정보통신산업진흥원,클라우드 컴퓨팅 본격 확산에 따른 IT비즈니스 활성화 방안 연구 대한민국 1415109524.0 클라우드 컴퓨팅 본격 확산에 따른 IT 비즈니스 활성화 방안 연구 백양섭2208205880 EQU RFID/USN 클러스터 구축 1415098989.0 2.01e+19 NFEC-2010-02-078393 2009.0 2009.0 N38 지식경제부 36003632301 RFID/USN클러스터구축(R&D) ABX5692 10411.0 기타 정보기술 10500.0 지능네트워크 기술 L09 RFID/USN nan nan nan nan
정보통신산업진흥원,클라우드 컴퓨팅 본격 확산에 따른 IT비즈니스 활성화 방안 연구 대한민국 1415109524.0 클라우드 컴퓨팅 본격 확산에 따른 IT 비즈니스 활성화 방안 연구 백양섭2208205880 EQU RFID/USN 시험인증기반구축 1415118804.0 2.01e+19 NFEC-2012-05-163158 2012.0 2011.0 N38 지식경제부 201107444030302A 정보통신연구기반구축 ABX5692 10214.0 기타 네트워크기술 10500.0 지능네트워크 기술 L0999 달리 분류되지 않는 RFID/USN nan nan nan nan
정보통신산업진흥원,클라우드 컴퓨팅 본격 확산에 따른 IT비즈니스 활성화 방안 연구 대한민국 1415109524.0 클라우드 컴퓨팅 본격 확산에 따른 IT 비즈니스 활성화 방안 연구 백양섭2208205880 EQU SW-시스템반도체융합경쟁력강화 1415126970.0 2.01e+19 NFEC-2013-02-175952 2013.0 2012.0 N38 지식경제부 201207448050304A SW-시스템반도체융합경쟁력강화 ABX5692 70000.0 위의 미래유망신기술(6T) 103개 세분류에 속하지 않는 기타 연구 60000.0 위의 국가기술지도(NTRM) 99개 핵심기술 분류에 속하지 않는 기타 연구 L0202 S/W 솔루션 nan nan nan nan
정보통신산업진흥원,클라우드 컴퓨팅 본격 확산에 따른 IT비즈니스 활성화 방안 연구 대한민국 1415109524.0 클라우드 컴퓨팅 본격 확산에 따른 IT 비즈니스 활성화 방안 연구 백양섭2208205880 EQU RFID/USN 서비스활성화기반구축 1711001259.0 2.01e+19 NFEC-2014-05-187309 2014.0 2013.0 P12 미래창조과학부 582606638 정보통신연구기반구축 ABX5692 10214.0 기타 네트워크기술 10500.0 지능네트워크 기술 EE0905 RFID/USN 서비스 nan nan nan nan
정보통신산업진흥원,클라우드 컴퓨팅 본격 확산에 따른 IT비즈니스 활성화 방안 연구 대한민국 1415109524.0 클라우드 컴퓨팅 본격 확산에 따른 IT 비즈니스 활성화 방안 연구 백양섭2208205880 EQU IoT 오픈플랫폼 기반 개발·검증지원 인프라구축 1711055452.0 2.02e+19 NFEC-2017-11-240775 2017.0 2017.0 P71 과학기술정보통신부 BIZ2017099BIZ2017119BIZ2017130 정보통신연구기반구축(R&amp;D) ABX5692 10411.0 기타 정보기술 60000.0 위의 국가전략기술에 속하지 않는 기타 연구 EE0904 활용서비스 플랫폼 및 응용 S/W nan nan nan nan
정보통신산업진흥원,디지털(DNA) 혁신기업 우수사례 성과분석 및 파급효과 연구 대한민국 1711120553.0 디지털(DNA) 혁신기업 우수사례 성과분석 및 파급효과 연구 이창훈2208205880 EQU RFID/USN 클러스터 구축 1415098989.0 2.01e+19 NFEC-2010-02-078393 2009.0 2009.0 N38 지식경제부 36003632301 RFID/USN클러스터구축(R&D) ABX5692 10411.0 기타 정보기술 10500.0 지능네트워크 기술 L09 RFID/USN nan nan nan nan
정보통신산업진흥원,디지털(DNA) 혁신기업 우수사례 성과분석 및 파급효과 연구 대한민국 1711120553.0 디지털(DNA) 혁신기업 우수사례 성과분석 및 파급효과 연구 이창훈2208205880 EQU RFID/USN 시험인증기반구축 1415118804.0 2.01e+19 NFEC-2012-05-163158 2012.0 2011.0 N38 지식경제부 201107444030302A 정보통신연구기반구축 ABX5692 10214.0 기타 네트워크기술 10500.0 지능네트워크 기술 L0999 달리 분류되지 않는 RFID/USN nan nan nan nan
정보통신산업진흥원,디지털(DNA) 혁신기업 우수사례 성과분석 및 파급효과 연구 대한민국 1711120553.0 디지털(DNA) 혁신기업 우수사례 성과분석 및 파급효과 연구 이창훈2208205880 EQU SW-시스템반도체융합경쟁력강화 1415126970.0 2.01e+19 NFEC-2013-02-175952 2013.0 2012.0 N38 지식경제부 201207448050304A SW-시스템반도체융합경쟁력강화 ABX5692 70000.0 위의 미래유망신기술(6T) 103개 세분류에 속하지 않는 기타 연구 60000.0 위의 국가기술지도(NTRM) 99개 핵심기술 분류에 속하지 않는 기타 연구 L0202 S/W 솔루션 nan nan nan nan
정보통신산업진흥원,디지털(DNA) 혁신기업 우수사례 성과분석 및 파급효과 연구 대한민국 1711120553.0 디지털(DNA) 혁신기업 우수사례 성과분석 및 파급효과 연구 이창훈2208205880 EQU RFID/USN 서비스활성화기반구축 1711001259.0 2.01e+19 NFEC-2014-05-187309 2014.0 2013.0 P12 미래창조과학부 582606638 정보통신연구기반구축 ABX5692 10214.0 기타 네트워크기술 10500.0 지능네트워크 기술 EE0905 RFID/USN 서비스 nan nan nan nan
정보통신산업진흥원,디지털(DNA) 혁신기업 우수사례 성과분석 및 파급효과 연구 대한민국 1711120553.0 디지털(DNA) 혁신기업 우수사례 성과분석 및 파급효과 연구 이창훈2208205880 EQU IoT 오픈플랫폼 기반 개발·검증지원 인프라구축 1711055452.0 2.02e+19 NFEC-2017-11-240775 2017.0 2017.0 P71 과학기술정보통신부 BIZ2017099BIZ2017119BIZ2017130 정보통신연구기반구축(R&amp;D) ABX5692 10411.0 기타 정보기술 60000.0 위의 국가전략기술에 속하지 않는 기타 연구 EE0904 활용서비스 플랫폼 및 응용 S/W nan nan nan nan
정보통신산업진흥원,SW자산활용촉진 대한민국 1711055409.0 SW자산활용촉진 윤지석2208205880 EQU RFID/USN 클러스터 구축 1415098989.0 2.01e+19 NFEC-2010-02-078393 2009.0 2009.0 N38 지식경제부 36003632301 RFID/USN클러스터구축(R&D) ABX5692 10411.0 기타 정보기술 10500.0 지능네트워크 기술 L09 RFID/USN nan nan nan nan
정보통신산업진흥원,SW자산활용촉진 대한민국 1711055409.0 SW자산활용촉진 윤지석2208205880 EQU RFID/USN 시험인증기반구축 1415118804.0 2.01e+19 NFEC-2012-05-163158 2012.0 2011.0 N38 지식경제부 201107444030302A 정보통신연구기반구축 ABX5692 10214.0 기타 네트워크기술 10500.0 지능네트워크 기술 L0999 달리 분류되지 않는 RFID/USN nan nan nan nan
정보통신산업진흥원,SW자산활용촉진 대한민국 1711055409.0 SW자산활용촉진 윤지석2208205880 EQU SW-시스템반도체융합경쟁력강화 1415126970.0 2.01e+19 NFEC-2013-02-175952 2013.0 2012.0 N38 지식경제부 201207448050304A SW-시스템반도체융합경쟁력강화 ABX5692 70000.0 위의 미래유망신기술(6T) 103개 세분류에 속하지 않는 기타 연구 60000.0 위의 국가기술지도(NTRM) 99개 핵심기술 분류에 속하지 않는 기타 연구 L0202 S/W 솔루션 nan nan nan nan
정보통신산업진흥원,SW자산활용촉진 대한민국 1711055409.0 SW자산활용촉진 윤지석2208205880 EQU RFID/USN 서비스활성화기반구축 1711001259.0 2.01e+19 NFEC-2014-05-187309 2014.0 2013.0 P12 미래창조과학부 582606638 정보통신연구기반구축 ABX5692 10214.0 기타 네트워크기술 10500.0 지능네트워크 기술 EE0905 RFID/USN 서비스 nan nan nan nan
정보통신산업진흥원,SW자산활용촉진 대한민국 1711055409.0 SW자산활용촉진 윤지석2208205880 EQU IoT 오픈플랫폼 기반 개발·검증지원 인프라구축 1711055452.0 2.02e+19 NFEC-2017-11-240775 2017.0 2017.0 P71 과학기술정보통신부 BIZ2017099BIZ2017119BIZ2017130 정보통신연구기반구축(R&amp;D) ABX5692 10411.0 기타 정보기술 60000.0 위의 국가전략기술에 속하지 않는 기타 연구 EE0904 활용서비스 플랫폼 및 응용 S/W nan nan nan nan
정보통신산업진흥원,선도기술과제 SW 품질 확보를 위한 품질활동 관리사업 대한민국 1711026469.0 선도기술과제 SW 품질 확보를 위한 품질활동 관리사업 최석원2208205880 EQU RFID/USN 클러스터 구축 1415098989.0 2.01e+19 NFEC-2010-02-078393 2009.0 2009.0 N38 지식경제부 36003632301 RFID/USN클러스터구축(R&D) ABX5692 10411.0 기타 정보기술 10500.0 지능네트워크 기술 L09 RFID/USN nan nan nan nan
정보통신산업진흥원,선도기술과제 SW 품질 확보를 위한 품질활동 관리사업 대한민국 1711026469.0 선도기술과제 SW 품질 확보를 위한 품질활동 관리사업 최석원2208205880 EQU RFID/USN 시험인증기반구축 1415118804.0 2.01e+19 NFEC-2012-05-163158 2012.0 2011.0 N38 지식경제부 201107444030302A 정보통신연구기반구축 ABX5692 10214.0 기타 네트워크기술 10500.0 지능네트워크 기술 L0999 달리 분류되지 않는 RFID/USN nan nan nan nan
정보통신산업진흥원,선도기술과제 SW 품질 확보를 위한 품질활동 관리사업 대한민국 1711026469.0 선도기술과제 SW 품질 확보를 위한 품질활동 관리사업 최석원2208205880 EQU SW-시스템반도체융합경쟁력강화 1415126970.0 2.01e+19 NFEC-2013-02-175952 2013.0 2012.0 N38 지식경제부 201207448050304A SW-시스템반도체융합경쟁력강화 ABX5692 70000.0 위의 미래유망신기술(6T) 103개 세분류에 속하지 않는 기타 연구 60000.0 위의 국가기술지도(NTRM) 99개 핵심기술 분류에 속하지 않는 기타 연구 L0202 S/W 솔루션 nan nan nan nan
정보통신산업진흥원,선도기술과제 SW 품질 확보를 위한 품질활동 관리사업 대한민국 1711026469.0 선도기술과제 SW 품질 확보를 위한 품질활동 관리사업 최석원2208205880 EQU RFID/USN 서비스활성화기반구축 1711001259.0 2.01e+19 NFEC-2014-05-187309 2014.0 2013.0 P12 미래창조과학부 582606638 정보통신연구기반구축 ABX5692 10214.0 기타 네트워크기술 10500.0 지능네트워크 기술 EE0905 RFID/USN 서비스 nan nan nan nan
정보통신산업진흥원,선도기술과제 SW 품질 확보를 위한 품질활동 관리사업 대한민국 1711026469.0 선도기술과제 SW 품질 확보를 위한 품질활동 관리사업 최석원2208205880 EQU IoT 오픈플랫폼 기반 개발·검증지원 인프라구축 1711055452.0 2.02e+19 NFEC-2017-11-240775 2017.0 2017.0 P71 과학기술정보통신부 BIZ2017099BIZ2017119BIZ2017130 정보통신연구기반구축(R&amp;D) ABX5692 10411.0 기타 정보기술 60000.0 위의 국가전략기술에 속하지 않는 기타 연구 EE0904 활용서비스 플랫폼 및 응용 S/W nan nan nan nan
정보통신산업진흥원,SW프로슈머 평가 대한민국 1711055118.0 SW프로슈머평가 윤지석2208205880 EQU RFID/USN 클러스터 구축 1415098989.0 2.01e+19 NFEC-2010-02-078393 2009.0 2009.0 N38 지식경제부 36003632301 RFID/USN클러스터구축(R&D) ABX5692 10411.0 기타 정보기술 10500.0 지능네트워크 기술 L09 RFID/USN nan nan nan nan
정보통신산업진흥원,SW프로슈머 평가 대한민국 1711055118.0 SW프로슈머평가 윤지석2208205880 EQU RFID/USN 시험인증기반구축 1415118804.0 2.01e+19 NFEC-2012-05-163158 2012.0 2011.0 N38 지식경제부 201107444030302A 정보통신연구기반구축 ABX5692 10214.0 기타 네트워크기술 10500.0 지능네트워크 기술 L0999 달리 분류되지 않는 RFID/USN nan nan nan nan
정보통신산업진흥원,SW프로슈머 평가 대한민국 1711055118.0 SW프로슈머평가 윤지석2208205880 EQU SW-시스템반도체융합경쟁력강화 1415126970.0 2.01e+19 NFEC-2013-02-175952 2013.0 2012.0 N38 지식경제부 201207448050304A SW-시스템반도체융합경쟁력강화 ABX5692 70000.0 위의 미래유망신기술(6T) 103개 세분류에 속하지 않는 기타 연구 60000.0 위의 국가기술지도(NTRM) 99개 핵심기술 분류에 속하지 않는 기타 연구 L0202 S/W 솔루션 nan nan nan nan
정보통신산업진흥원,SW프로슈머 평가 대한민국 1711055118.0 SW프로슈머평가 윤지석2208205880 EQU RFID/USN 서비스활성화기반구축 1711001259.0 2.01e+19 NFEC-2014-05-187309 2014.0 2013.0 P12 미래창조과학부 582606638 정보통신연구기반구축 ABX5692 10214.0 기타 네트워크기술 10500.0 지능네트워크 기술 EE0905 RFID/USN 서비스 nan nan nan nan
정보통신산업진흥원,SW프로슈머 평가 대한민국 1711055118.0 SW프로슈머평가 윤지석2208205880 EQU IoT 오픈플랫폼 기반 개발·검증지원 인프라구축 1711055452.0 2.02e+19 NFEC-2017-11-240775 2017.0 2017.0 P71 과학기술정보통신부 BIZ2017099BIZ2017119BIZ2017130 정보통신연구기반구축(R&amp;D) ABX5692 10411.0 기타 정보기술 60000.0 위의 국가전략기술에 속하지 않는 기타 연구 EE0904 활용서비스 플랫폼 및 응용 S/W nan nan nan nan
정보통신산업진흥원,2018년 GCS(Global Creative Software)과제 SW 품질 확보를 위한 품질활동 관리사업 대한민국 1711103072.0 2018년 GCS(Global Creative Software)과제 SW 품질 확보를 위한 품질활동 관리사업 박용석2208205880 EQU RFID/USN 클러스터 구축 1415098989.0 2.01e+19 NFEC-2010-02-078393 2009.0 2009.0 N38 지식경제부 36003632301 RFID/USN클러스터구축(R&D) ABX5692 10411.0 기타 정보기술 10500.0 지능네트워크 기술 L09 RFID/USN nan nan nan nan
정보통신산업진흥원,2018년 GCS(Global Creative Software)과제 SW 품질 확보를 위한 품질활동 관리사업 대한민국 1711103072.0 2018년 GCS(Global Creative Software)과제 SW 품질 확보를 위한 품질활동 관리사업 박용석2208205880 EQU RFID/USN 시험인증기반구축 1415118804.0 2.01e+19 NFEC-2012-05-163158 2012.0 2011.0 N38 지식경제부 201107444030302A 정보통신연구기반구축 ABX5692 10214.0 기타 네트워크기술 10500.0 지능네트워크 기술 L0999 달리 분류되지 않는 RFID/USN nan nan nan nan
정보통신산업진흥원,2018년 GCS(Global Creative Software)과제 SW 품질 확보를 위한 품질활동 관리사업 대한민국 1711103072.0 2018년 GCS(Global Creative Software)과제 SW 품질 확보를 위한 품질활동 관리사업 박용석2208205880 EQU SW-시스템반도체융합경쟁력강화 1415126970.0 2.01e+19 NFEC-2013-02-175952 2013.0 2012.0 N38 지식경제부 201207448050304A SW-시스템반도체융합경쟁력강화 ABX5692 70000.0 위의 미래유망신기술(6T) 103개 세분류에 속하지 않는 기타 연구 60000.0 위의 국가기술지도(NTRM) 99개 핵심기술 분류에 속하지 않는 기타 연구 L0202 S/W 솔루션 nan nan nan nan
정보통신산업진흥원,2018년 GCS(Global Creative Software)과제 SW 품질 확보를 위한 품질활동 관리사업 대한민국 1711103072.0 2018년 GCS(Global Creative Software)과제 SW 품질 확보를 위한 품질활동 관리사업 박용석2208205880 EQU RFID/USN 서비스활성화기반구축 1711001259.0 2.01e+19 NFEC-2014-05-187309 2014.0 2013.0 P12 미래창조과학부 582606638 정보통신연구기반구축 ABX5692 10214.0 기타 네트워크기술 10500.0 지능네트워크 기술 EE0905 RFID/USN 서비스 nan nan nan nan
정보통신산업진흥원,2018년 GCS(Global Creative Software)과제 SW 품질 확보를 위한 품질활동 관리사업 대한민국 1711103072.0 2018년 GCS(Global Creative Software)과제 SW 품질 확보를 위한 품질활동 관리사업 박용석2208205880 EQU IoT 오픈플랫폼 기반 개발·검증지원 인프라구축 1711055452.0 2.02e+19 NFEC-2017-11-240775 2017.0 2017.0 P71 과학기술정보통신부 BIZ2017099BIZ2017119BIZ2017130 정보통신연구기반구축(R&amp;D) ABX5692 10411.0 기타 정보기술 60000.0 위의 국가전략기술에 속하지 않는 기타 연구 EE0904 활용서비스 플랫폼 및 응용 S/W nan nan nan nan
정보통신산업진흥원,정보기술인력 개편방안 대한민국 1415125514.0 정보통신기술인력양성사업 개편방안 연구 이진규2208205880 EQU RFID/USN 클러스터 구축 1415098989.0 2.01e+19 NFEC-2010-02-078393 2009.0 2009.0 N38 지식경제부 36003632301 RFID/USN클러스터구축(R&D) ABX5692 10411.0 기타 정보기술 10500.0 지능네트워크 기술 L09 RFID/USN nan nan nan nan
정보통신산업진흥원,정보기술인력 개편방안 대한민국 1415125514.0 정보통신기술인력양성사업 개편방안 연구 이진규2208205880 EQU RFID/USN 시험인증기반구축 1415118804.0 2.01e+19 NFEC-2012-05-163158 2012.0 2011.0 N38 지식경제부 201107444030302A 정보통신연구기반구축 ABX5692 10214.0 기타 네트워크기술 10500.0 지능네트워크 기술 L0999 달리 분류되지 않는 RFID/USN nan nan nan nan
